Gene_name,Pathway,E18_Vs_LU3,E18_Vs_LU4,LI1_Vs_LU3,LI1_Vs_LU4,LI2_Vs_LU3,LI2_Vs_LU4,LI3_Vs_LU3,LI3_Vs_LU4,cLTMR1,cLTMR2,NF1,NF2,NF3,NP,PEP1,PEP2,SST,Z.2days,Z.4days,Z.7days,Z.12days,NRGcs_2d,T5RGCs_2d,TRGCs_2d,Cartpt_2d,Alpha_RGCS_7D,Cartpt_RGCS_7D,F_RGCS_7d,T_RGCS_7d,ipRGCs_7D,T5_RGCS_7d
Nrp1,axonogenesis,2.097414385,1.904812579,0,-0.133947372,0,-0.279866838,0,-0.169199011,-0.508451671,-0.613490175,0.325486312,0.086333716,-0.665411434,-0.263248152,0.178107884,0,0.44599013,0.186448987,0.415165621,0.563193133,0.501195382,0,0,0,0,0,0,0,0,0,0
Nrp1,axon development,2.097414385,1.904812579,0,-0.133947372,0,-0.279866838,0,-0.169199011,-0.508451671,-0.613490175,0.325486312,0.086333716,-0.665411434,-0.263248152,0.178107884,0,0.44599013,0.186448987,0.415165621,0.563193133,0.501195382,0,0,0,0,0,0,0,0,0,0
Nrp1,nervous system development,2.097414385,1.904812579,0,-0.133947372,0,-0.279866838,0,-0.169199011,-0.508451671,-0.613490175,0.325486312,0.086333716,-0.665411434,-0.263248152,0.178107884,0,0.44599013,0.186448987,0.415165621,0.563193133,0.501195382,0,0,0,0,0,0,0,0,0,0
Nrp1,neuron projection development,2.097414385,1.904812579,0,-0.133947372,0,-0.279866838,0,-0.169199011,-0.508451671,-0.613490175,0.325486312,0.086333716,-0.665411434,-0.263248152,0.178107884,0,0.44599013,0.186448987,0.415165621,0.563193133,0.501195382,0,0,0,0,0,0,0,0,0,0
Nrp2,neuron differentiation,2.08877581,2.100864724,0,0,0,0,0,0,-0.436048581,0.40869727,0.353196319,0.780816451,-0.161544342,0.283345809,0.380024431,0,0.328979148,0.543372402,0.197731133,0.582446066,0.760458596,0,0,0,0.401222649,0,0.350492965,0,0,0,0
Nrp2,axon development,2.08877581,2.100864724,0,0,0,0,0,0,-0.436048581,0.40869727,0.353196319,0.780816451,-0.161544342,0.283345809,0.380024431,0,0.328979148,0.543372402,0.197731133,0.582446066,0.760458596,0,0,0,0.401222649,0,0.350492965,0,0,0,0
Nrp2,axonogenesis,2.08877581,2.100864724,0,0,0,0,0,0,-0.436048581,0.40869727,0.353196319,0.780816451,-0.161544342,0.283345809,0.380024431,0,0.328979148,0.543372402,0.197731133,0.582446066,0.760458596,0,0,0,0.401222649,0,0.350492965,0,0,0,0
Nrp2,generation of neurons,2.08877581,2.100864724,0,0,0,0,0,0,-0.436048581,0.40869727,0.353196319,0.780816451,-0.161544342,0.283345809,0.380024431,0,0.328979148,0.543372402,0.197731133,0.582446066,0.760458596,0,0,0,0.401222649,0,0.350492965,0,0,0,0
Nrp2,central nervous system neuron differentiation,2.08877581,2.100864724,0,0,0,0,0,0,-0.436048581,0.40869727,0.353196319,0.780816451,-0.161544342,0.283345809,0.380024431,0,0.328979148,0.543372402,0.197731133,0.582446066,0.760458596,0,0,0,0.401222649,0,0.350492965,0,0,0,0
Nrp2,neuron development,2.08877581,2.100864724,0,0,0,0,0,0,-0.436048581,0.40869727,0.353196319,0.780816451,-0.161544342,0.283345809,0.380024431,0,0.328979148,0.543372402,0.197731133,0.582446066,0.760458596,0,0,0,0.401222649,0,0.350492965,0,0,0,0
Nrp2,nervous system development,2.08877581,2.100864724,0,0,0,0,0,0,-0.436048581,0.40869727,0.353196319,0.780816451,-0.161544342,0.283345809,0.380024431,0,0.328979148,0.543372402,0.197731133,0.582446066,0.760458596,0,0,0,0.401222649,0,0.350492965,0,0,0,0
Nrp2,neurogenesis,2.08877581,2.100864724,0,0,0,0,0,0,-0.436048581,0.40869727,0.353196319,0.780816451,-0.161544342,0.283345809,0.380024431,0,0.328979148,0.543372402,0.197731133,0.582446066,0.760458596,0,0,0,0.401222649,0,0.350492965,0,0,0,0
Nrp2,neuron projection development,2.08877581,2.100864724,0,0,0,0,0,0,-0.436048581,0.40869727,0.353196319,0.780816451,-0.161544342,0.283345809,0.380024431,0,0.328979148,0.543372402,0.197731133,0.582446066,0.760458596,0,0,0,0.401222649,0,0.350492965,0,0,0,0
Pbx1,nervous system development,1.820104563,1.701046399,0,0,0,0,0,0,-0.112828349,0.244643755,-0.038506581,0.759286521,-0.113508621,0.425775948,0.447630601,0.474923059,0.402731564,-0.205212048,-0.330154536,0.047550564,0.321002436,0,0,0,0,0,0,0.446442882,0,0,0
Pbx1,neuron development,1.820104563,1.701046399,0,0,0,0,0,0,-0.112828349,0.244643755,-0.038506581,0.759286521,-0.113508621,0.425775948,0.447630601,0.474923059,0.402731564,-0.205212048,-0.330154536,0.047550564,0.321002436,0,0,0,0,0,0,0.446442882,0,0,0
Pbx1,neurogenesis,1.820104563,1.701046399,0,0,0,0,0,0,-0.112828349,0.244643755,-0.038506581,0.759286521,-0.113508621,0.425775948,0.447630601,0.474923059,0.402731564,-0.205212048,-0.330154536,0.047550564,0.321002436,0,0,0,0,0,0,0.446442882,0,0,0
Pbx1,neuron differentiation,1.820104563,1.701046399,0,0,0,0,0,0,-0.112828349,0.244643755,-0.038506581,0.759286521,-0.113508621,0.425775948,0.447630601,0.474923059,0.402731564,-0.205212048,-0.330154536,0.047550564,0.321002436,0,0,0,0,0,0,0.446442882,0,0,0
Pbx1,generation of neurons,1.820104563,1.701046399,0,0,0,0,0,0,-0.112828349,0.244643755,-0.038506581,0.759286521,-0.113508621,0.425775948,0.447630601,0.474923059,0.402731564,-0.205212048,-0.330154536,0.047550564,0.321002436,0,0,0,0,0,0,0.446442882,0,0,0
Plppr1,nervous system development,2.723122528,2.743865449,0,0,0,0,0,0,0.829358108,0.356341224,0,0,0,0,0,0.465535768,0,-0.393500272,-0.316896098,-0.148613826,0.078198855,0,0,0,0,0,0,0,0,0,0
Ptprk,neuron development,2.363795959,2.360752543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.618006577,,,,,0,0,0,0,0,0,0,0,0,0
Ptprk,generation of neurons,2.363795959,2.360752543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.618006577,,,,,0,0,0,0,0,0,0,0,0,0
Ptprk,neuron differentiation,2.363795959,2.360752543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.618006577,,,,,0,0,0,0,0,0,0,0,0,0
Ptprk,neurogenesis,2.363795959,2.360752543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.618006577,,,,,0,0,0,0,0,0,0,0,0,0
Ptprk,regulation of cell migration,2.363795959,2.360752543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.618006577,,,,,0,0,0,0,0,0,0,0,0,0
Ptprk,neuron projection development,2.363795959,2.360752543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.618006577,,,,,0,0,0,0,0,0,0,0,0,0
Ptprk,Regulation of cellular component movement,2.363795959,2.360752543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.618006577,,,,,0,0,0,0,0,0,0,0,0,0
Ptprk,nervous system development,2.363795959,2.360752543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.618006577,,,,,0,0,0,0,0,0,0,0,0,0
Ptprz1,neuron development,2.272719217,2.281427209,0,0,0,0,0,0,0.297700604,0,0,0,-0.009380051,-0.090704611,0.051462465,-0.026734234,0,,,,,0,0,0,0,0,0,0,0,0,0
Ptprz1,Regulation of cellular component movement,2.272719217,2.281427209,0,0,0,0,0,0,0.297700604,0,0,0,-0.009380051,-0.090704611,0.051462465,-0.026734234,0,,,,,0,0,0,0,0,0,0,0,0,0
Ptprz1,neurogenesis,2.272719217,2.281427209,0,0,0,0,0,0,0.297700604,0,0,0,-0.009380051,-0.090704611,0.051462465,-0.026734234,0,,,,,0,0,0,0,0,0,0,0,0,0
Ptprz1,neuron differentiation,2.272719217,2.281427209,0,0,0,0,0,0,0.297700604,0,0,0,-0.009380051,-0.090704611,0.051462465,-0.026734234,0,,,,,0,0,0,0,0,0,0,0,0,0
Ptprz1,neuron projection development,2.272719217,2.281427209,0,0,0,0,0,0,0.297700604,0,0,0,-0.009380051,-0.090704611,0.051462465,-0.026734234,0,,,,,0,0,0,0,0,0,0,0,0,0
Ptprz1,axonogenesis,2.272719217,2.281427209,0,0,0,0,0,0,0.297700604,0,0,0,-0.009380051,-0.090704611,0.051462465,-0.026734234,0,,,,,0,0,0,0,0,0,0,0,0,0
Ptprz1,axon development,2.272719217,2.281427209,0,0,0,0,0,0,0.297700604,0,0,0,-0.009380051,-0.090704611,0.051462465,-0.026734234,0,,,,,0,0,0,0,0,0,0,0,0,0
Ptprz1,positive regulation of cell motility,2.272719217,2.281427209,0,0,0,0,0,0,0.297700604,0,0,0,-0.009380051,-0.090704611,0.051462465,-0.026734234,0,,,,,0,0,0,0,0,0,0,0,0,0
Ptprz1,nervous system development,2.272719217,2.281427209,0,0,0,0,0,0,0.297700604,0,0,0,-0.009380051,-0.090704611,0.051462465,-0.026734234,0,,,,,0,0,0,0,0,0,0,0,0,0
Ptprz1,regulation of cell migration,2.272719217,2.281427209,0,0,0,0,0,0,0.297700604,0,0,0,-0.009380051,-0.090704611,0.051462465,-0.026734234,0,,,,,0,0,0,0,0,0,0,0,0,0
Ptprz1,generation of neurons,2.272719217,2.281427209,0,0,0,0,0,0,0.297700604,0,0,0,-0.009380051,-0.090704611,0.051462465,-0.026734234,0,,,,,0,0,0,0,0,0,0,0,0,0
Rps7,nervous system development,1.6898906,1.775005587,0,0,0,0,0,0,-0.049627391,0.483021387,-0.002821547,0.14722162,-0.302564093,-0.166750428,0.179098599,0.057184378,-0.032729359,0.396514179,0.373862291,0.136780142,-0.080022773,0,-0.300934691,-0.402204208,0,0,-0.311044839,0,0,0,-0.274809074
Rtn4,axon development,1.415503831,1.377966435,0,0,0,0,0,0,0.940870703,1.669228893,0.038342173,0.601422247,0.247182669,0.587464897,0.318491637,0.896028064,0.499695049,0.42137623,0.811004738,0.55995797,0.082545275,0,0,0,-0.40826181,-0.315430766,-0.270063335,0,-0.442241894,0,0
Sdk1,neurogenesis,1.655428637,1.70341325,0,0,0,0,0,0,0.788537657,0.82820867,0,0,-0.0633272,0.645494364,0.200948472,0.783184079,0,-0.531586731,-0.76443238,-0.126364502,0.194536592,0,0,0,0,0,0,0,0,0,0
Sdk1,generation of neurons,1.655428637,1.70341325,0,0,0,0,0,0,0.788537657,0.82820867,0,0,-0.0633272,0.645494364,0.200948472,0.783184079,0,-0.531586731,-0.76443238,-0.126364502,0.194536592,0,0,0,0,0,0,0,0,0,0
Sdk1,neuron differentiation,1.655428637,1.70341325,0,0,0,0,0,0,0.788537657,0.82820867,0,0,-0.0633272,0.645494364,0.200948472,0.783184079,0,-0.531586731,-0.76443238,-0.126364502,0.194536592,0,0,0,0,0,0,0,0,0,0
Sdk1,nervous system development,1.655428637,1.70341325,0,0,0,0,0,0,0.788537657,0.82820867,0,0,-0.0633272,0.645494364,0.200948472,0.783184079,0,-0.531586731,-0.76443238,-0.126364502,0.194536592,0,0,0,0,0,0,0,0,0,0
Sdk1,neuron development,1.655428637,1.70341325,0,0,0,0,0,0,0.788537657,0.82820867,0,0,-0.0633272,0.645494364,0.200948472,0.783184079,0,-0.531586731,-0.76443238,-0.126364502,0.194536592,0,0,0,0,0,0,0,0,0,0
Sdk1,neuron projection development,1.655428637,1.70341325,0,0,0,0,0,0,0.788537657,0.82820867,0,0,-0.0633272,0.645494364,0.200948472,0.783184079,0,-0.531586731,-0.76443238,-0.126364502,0.194536592,0,0,0,0,0,0,0,0,0,0
Sema3c,positive regulation of cell motility,2.343314475,2.492098225,0,0,0,0,0,0,0.612999045,0.397939322,0,0,0,0.287831353,0.011205747,0.551728765,0.118871818,-0.726704016,-0.305486009,-0.172433457,-0.053903823,0,0,0,0,0,-0.263689431,0,-0.375953658,0,0
Sema3c,neuron development,2.343314475,2.492098225,0,0,0,0,0,0,0.612999045,0.397939322,0,0,0,0.287831353,0.011205747,0.551728765,0.118871818,-0.726704016,-0.305486009,-0.172433457,-0.053903823,0,0,0,0,0,-0.263689431,0,-0.375953658,0,0
Sema3c,axon development,2.343314475,2.492098225,0,0,0,0,0,0,0.612999045,0.397939322,0,0,0,0.287831353,0.011205747,0.551728765,0.118871818,-0.726704016,-0.305486009,-0.172433457,-0.053903823,0,0,0,0,0,-0.263689431,0,-0.375953658,0,0
Sema3c,Regulation of cellular component movement,2.343314475,2.492098225,0,0,0,0,0,0,0.612999045,0.397939322,0,0,0,0.287831353,0.011205747,0.551728765,0.118871818,-0.726704016,-0.305486009,-0.172433457,-0.053903823,0,0,0,0,0,-0.263689431,0,-0.375953658,0,0
Sema3c,neurogenesis,2.343314475,2.492098225,0,0,0,0,0,0,0.612999045,0.397939322,0,0,0,0.287831353,0.011205747,0.551728765,0.118871818,-0.726704016,-0.305486009,-0.172433457,-0.053903823,0,0,0,0,0,-0.263689431,0,-0.375953658,0,0
Sema3c,neuron projection development,2.343314475,2.492098225,0,0,0,0,0,0,0.612999045,0.397939322,0,0,0,0.287831353,0.011205747,0.551728765,0.118871818,-0.726704016,-0.305486009,-0.172433457,-0.053903823,0,0,0,0,0,-0.263689431,0,-0.375953658,0,0
Sema3c,axonogenesis,2.343314475,2.492098225,0,0,0,0,0,0,0.612999045,0.397939322,0,0,0,0.287831353,0.011205747,0.551728765,0.118871818,-0.726704016,-0.305486009,-0.172433457,-0.053903823,0,0,0,0,0,-0.263689431,0,-0.375953658,0,0
Sema3c,nervous system development,2.343314475,2.492098225,0,0,0,0,0,0,0.612999045,0.397939322,0,0,0,0.287831353,0.011205747,0.551728765,0.118871818,-0.726704016,-0.305486009,-0.172433457,-0.053903823,0,0,0,0,0,-0.263689431,0,-0.375953658,0,0
Sema3c,regulation of cell migration,2.343314475,2.492098225,0,0,0,0,0,0,0.612999045,0.397939322,0,0,0,0.287831353,0.011205747,0.551728765,0.118871818,-0.726704016,-0.305486009,-0.172433457,-0.053903823,0,0,0,0,0,-0.263689431,0,-0.375953658,0,0
Sema3c,generation of neurons,2.343314475,2.492098225,0,0,0,0,0,0,0.612999045,0.397939322,0,0,0,0.287831353,0.011205747,0.551728765,0.118871818,-0.726704016,-0.305486009,-0.172433457,-0.053903823,0,0,0,0,0,-0.263689431,0,-0.375953658,0,0
Sema3c,neuron differentiation,2.343314475,2.492098225,0,0,0,0,0,0,0.612999045,0.397939322,0,0,0,0.287831353,0.011205747,0.551728765,0.118871818,-0.726704016,-0.305486009,-0.172433457,-0.053903823,0,0,0,0,0,-0.263689431,0,-0.375953658,0,0
Sox11,neuron differentiation,3.863870784,3.867959228,0,0,0,0,0,0,2.861143002,3.94526702,2.413549049,2.141904281,1.977208474,2.916808486,1.795184105,2.653030115,2.587443859,1.592592383,1.95027109,1.621289945,0.988174662,-0.791790413,-0.886054238,-0.743045417,-1.10072111,-1.012698504,-0.931430804,-0.58546054,-1.308836655,-0.684882279,-0.930353036
Sox11,neurogenesis,3.863870784,3.867959228,0,0,0,0,0,0,2.861143002,3.94526702,2.413549049,2.141904281,1.977208474,2.916808486,1.795184105,2.653030115,2.587443859,1.592592383,1.95027109,1.621289945,0.988174662,-0.791790413,-0.886054238,-0.743045417,-1.10072111,-1.012698504,-0.931430804,-0.58546054,-1.308836655,-0.684882279,-0.930353036
Sox11,nervous system development,3.863870784,3.867959228,0,0,0,0,0,0,2.861143002,3.94526702,2.413549049,2.141904281,1.977208474,2.916808486,1.795184105,2.653030115,2.587443859,1.592592383,1.95027109,1.621289945,0.988174662,-0.791790413,-0.886054238,-0.743045417,-1.10072111,-1.012698504,-0.931430804,-0.58546054,-1.308836655,-0.684882279,-0.930353036
Sox11,generation of neurons,3.863870784,3.867959228,0,0,0,0,0,0,2.861143002,3.94526702,2.413549049,2.141904281,1.977208474,2.916808486,1.795184105,2.653030115,2.587443859,1.592592383,1.95027109,1.621289945,0.988174662,-0.791790413,-0.886054238,-0.743045417,-1.10072111,-1.012698504,-0.931430804,-0.58546054,-1.308836655,-0.684882279,-0.930353036
Sox4,nervous system development,3.236878588,3.262524803,0,0,0,0,0,0,-0.132838632,0.275753369,0.072568151,0,-0.608076542,-0.497133843,-0.184085082,-0.265528254,-0.137306816,0.46792248,0.817076682,1.130190677,0.803452956,0,0,0,0,0.284875228,0,0,0,0,0.391912661
Sox4,central nervous system neuron differentiation,3.236878588,3.262524803,0,0,0,0,0,0,-0.132838632,0.275753369,0.072568151,0,-0.608076542,-0.497133843,-0.184085082,-0.265528254,-0.137306816,0.46792248,0.817076682,1.130190677,0.803452956,0,0,0,0,0.284875228,0,0,0,0,0.391912661
Sox4,generation of neurons,3.236878588,3.262524803,0,0,0,0,0,0,-0.132838632,0.275753369,0.072568151,0,-0.608076542,-0.497133843,-0.184085082,-0.265528254,-0.137306816,0.46792248,0.817076682,1.130190677,0.803452956,0,0,0,0,0.284875228,0,0,0,0,0.391912661
Sox4,neurogenesis,3.236878588,3.262524803,0,0,0,0,0,0,-0.132838632,0.275753369,0.072568151,0,-0.608076542,-0.497133843,-0.184085082,-0.265528254,-0.137306816,0.46792248,0.817076682,1.130190677,0.803452956,0,0,0,0,0.284875228,0,0,0,0,0.391912661
Sox4,neuron differentiation,3.236878588,3.262524803,0,0,0,0,0,0,-0.132838632,0.275753369,0.072568151,0,-0.608076542,-0.497133843,-0.184085082,-0.265528254,-0.137306816,0.46792248,0.817076682,1.130190677,0.803452956,0,0,0,0,0.284875228,0,0,0,0,0.391912661
Srgap1,Regulation of cellular component movement,1.869641665,1.862481653,0,0,0,0,0,0,0.685378732,1.364141501,0.08527392,0.271570986,0.176479684,0.548125094,0.010002318,0.694249906,0.278992895,-0.562468132,-0.53652608,-0.21984937,0.24230424,0,0,0,0,0,0,0,-0.430038954,0,0
Srgap1,regulation of cell migration,1.869641665,1.862481653,0,0,0,0,0,0,0.685378732,1.364141501,0.08527392,0.271570986,0.176479684,0.548125094,0.010002318,0.694249906,0.278992895,-0.562468132,-0.53652608,-0.21984937,0.24230424,0,0,0,0,0,0,0,-0.430038954,0,0
Srrm4,neurogenesis,1.867968497,1.85711271,0,0,0,0,0,0,0.44851517,1.575279798,0,0,-0.507274781,0.765092955,0.323505194,0.473606607,-0.145376492,,,,,0,0,0,0,0,0,0,0,0,0
Srrm4,neuron differentiation,1.867968497,1.85711271,0,0,0,0,0,0,0.44851517,1.575279798,0,0,-0.507274781,0.765092955,0.323505194,0.473606607,-0.145376492,,,,,0,0,0,0,0,0,0,0,0,0
Srrm4,nervous system development,1.867968497,1.85711271,0,0,0,0,0,0,0.44851517,1.575279798,0,0,-0.507274781,0.765092955,0.323505194,0.473606607,-0.145376492,,,,,0,0,0,0,0,0,0,0,0,0
Srrm4,neuron development,1.867968497,1.85711271,0,0,0,0,0,0,0.44851517,1.575279798,0,0,-0.507274781,0.765092955,0.323505194,0.473606607,-0.145376492,,,,,0,0,0,0,0,0,0,0,0,0
Srrm4,generation of neurons,1.867968497,1.85711271,0,0,0,0,0,0,0.44851517,1.575279798,0,0,-0.507274781,0.765092955,0.323505194,0.473606607,-0.145376492,,,,,0,0,0,0,0,0,0,0,0,0
Stmn1,Regulation of cellular component movement,3.16468027,3.261025227,0,0,0,0,0,0,0.549628755,1.535435234,0.353845483,1.496219232,0.644778371,1.156429847,0.238732825,0.697716137,0.579965702,0.684490122,1.370357009,1.673078822,1.378531914,0,0,0,0.387410292,0,0,0.465892913,0,0,0
Stmn1,axon development,3.16468027,3.261025227,0,0,0,0,0,0,0.549628755,1.535435234,0.353845483,1.496219232,0.644778371,1.156429847,0.238732825,0.697716137,0.579965702,0.684490122,1.370357009,1.673078822,1.378531914,0,0,0,0.387410292,0,0,0.465892913,0,0,0
Stmn1,nervous system development,3.16468027,3.261025227,0,0,0,0,0,0,0.549628755,1.535435234,0.353845483,1.496219232,0.644778371,1.156429847,0.238732825,0.697716137,0.579965702,0.684490122,1.370357009,1.673078822,1.378531914,0,0,0,0.387410292,0,0,0.465892913,0,0,0
Stmn1,neuron projection development,3.16468027,3.261025227,0,0,0,0,0,0,0.549628755,1.535435234,0.353845483,1.496219232,0.644778371,1.156429847,0.238732825,0.697716137,0.579965702,0.684490122,1.370357009,1.673078822,1.378531914,0,0,0,0.387410292,0,0,0.465892913,0,0,0
Stmn1,generation of neurons,3.16468027,3.261025227,0,0,0,0,0,0,0.549628755,1.535435234,0.353845483,1.496219232,0.644778371,1.156429847,0.238732825,0.697716137,0.579965702,0.684490122,1.370357009,1.673078822,1.378531914,0,0,0,0.387410292,0,0,0.465892913,0,0,0
Stmn1,neuron development,3.16468027,3.261025227,0,0,0,0,0,0,0.549628755,1.535435234,0.353845483,1.496219232,0.644778371,1.156429847,0.238732825,0.697716137,0.579965702,0.684490122,1.370357009,1.673078822,1.378531914,0,0,0,0.387410292,0,0,0.465892913,0,0,0
Stmn1,neurogenesis,3.16468027,3.261025227,0,0,0,0,0,0,0.549628755,1.535435234,0.353845483,1.496219232,0.644778371,1.156429847,0.238732825,0.697716137,0.579965702,0.684490122,1.370357009,1.673078822,1.378531914,0,0,0,0.387410292,0,0,0.465892913,0,0,0
Stmn1,axonogenesis,3.16468027,3.261025227,0,0,0,0,0,0,0.549628755,1.535435234,0.353845483,1.496219232,0.644778371,1.156429847,0.238732825,0.697716137,0.579965702,0.684490122,1.370357009,1.673078822,1.378531914,0,0,0,0.387410292,0,0,0.465892913,0,0,0
Stmn1,neuron differentiation,3.16468027,3.261025227,0,0,0,0,0,0,0.549628755,1.535435234,0.353845483,1.496219232,0.644778371,1.156429847,0.238732825,0.697716137,0.579965702,0.684490122,1.370357009,1.673078822,1.378531914,0,0,0,0.387410292,0,0,0.465892913,0,0,0
Tcf4,neuron differentiation,2.157134511,1.987959315,0,0,0,0,0,0,0.187148598,0.735628133,0.113395196,0.522442086,0.131567874,0.351520926,0.151924544,-0.011550872,0.172523528,,,,,0.381673068,0,0,0,0,0,0,0,0,0
Tcf4,nervous system development,2.157134511,1.987959315,0,0,0,0,0,0,0.187148598,0.735628133,0.113395196,0.522442086,0.131567874,0.351520926,0.151924544,-0.011550872,0.172523528,,,,,0.381673068,0,0,0,0,0,0,0,0,0
Tcf4,neurogenesis,2.157134511,1.987959315,0,0,0,0,0,0,0.187148598,0.735628133,0.113395196,0.522442086,0.131567874,0.351520926,0.151924544,-0.011550872,0.172523528,,,,,0.381673068,0,0,0,0,0,0,0,0,0
Tcf4,generation of neurons,2.157134511,1.987959315,0,0,0,0,0,0,0.187148598,0.735628133,0.113395196,0.522442086,0.131567874,0.351520926,0.151924544,-0.011550872,0.172523528,,,,,0.381673068,0,0,0,0,0,0,0,0,0
Tiam2,neuron projection development,2.969934164,2.915054435,0,0,0,0,0,0,-0.454011527,0,0,0,0,0,-0.061157278,0,0,-0.473694473,-0.373415926,0.157725394,0.265421677,0,0,0,0,0,0,0,0,0,0
Tiam2,axon development,2.969934164,2.915054435,0,0,0,0,0,0,-0.454011527,0,0,0,0,0,-0.061157278,0,0,-0.473694473,-0.373415926,0.157725394,0.265421677,0,0,0,0,0,0,0,0,0,0
Tiam2,neuron differentiation,2.969934164,2.915054435,0,0,0,0,0,0,-0.454011527,0,0,0,0,0,-0.061157278,0,0,-0.473694473,-0.373415926,0.157725394,0.265421677,0,0,0,0,0,0,0,0,0,0
Tiam2,axonogenesis,2.969934164,2.915054435,0,0,0,0,0,0,-0.454011527,0,0,0,0,0,-0.061157278,0,0,-0.473694473,-0.373415926,0.157725394,0.265421677,0,0,0,0,0,0,0,0,0,0
Tiam2,neurogenesis,2.969934164,2.915054435,0,0,0,0,0,0,-0.454011527,0,0,0,0,0,-0.061157278,0,0,-0.473694473,-0.373415926,0.157725394,0.265421677,0,0,0,0,0,0,0,0,0,0
Tiam2,neuron development,2.969934164,2.915054435,0,0,0,0,0,0,-0.454011527,0,0,0,0,0,-0.061157278,0,0,-0.473694473,-0.373415926,0.157725394,0.265421677,0,0,0,0,0,0,0,0,0,0
Tiam2,nervous system development,2.969934164,2.915054435,0,0,0,0,0,0,-0.454011527,0,0,0,0,0,-0.061157278,0,0,-0.473694473,-0.373415926,0.157725394,0.265421677,0,0,0,0,0,0,0,0,0,0
Tiam2,generation of neurons,2.969934164,2.915054435,0,0,0,0,0,0,-0.454011527,0,0,0,0,0,-0.061157278,0,0,-0.473694473,-0.373415926,0.157725394,0.265421677,0,0,0,0,0,0,0,0,0,0
Tmsb10,regulation of cell migration,2.094172022,2.139258775,-0.401043136,-0.351141504,-0.300613389,-0.250711757,-0.105368282,0,1.132746273,1.684842326,0.172625384,1.08763029,0.782616984,1.167253135,0.804569699,1.194233135,0.736202467,1.972985822,3.598018383,3.544381625,2.894174576,0.281513463,0,0,0.405989763,0.36031283,0.354403912,0.945927111,0.295203946,0.409735016,0.374831639
Tmsb10,Regulation of cellular component movement,2.094172022,2.139258775,-0.401043136,-0.351141504,-0.300613389,-0.250711757,-0.105368282,0,1.132746273,1.684842326,0.172625384,1.08763029,0.782616984,1.167253135,0.804569699,1.194233135,0.736202467,1.972985822,3.598018383,3.544381625,2.894174576,0.281513463,0,0,0.405989763,0.36031283,0.354403912,0.945927111,0.295203946,0.409735016,0.374831639
Tmsb4x,regulation of cell migration,3.196482872,3.286145743,0,0,0,0,0,0,0.559281872,1.341280409,0.561848905,1.077635088,0.118316307,0.827468987,0.693582257,1.746839614,0.831964709,,,,,0,0,0,0,-0.290083457,0,0.41259092,0,0,0
Tmsb4x,positive regulation of cell motility,3.196482872,3.286145743,0,0,0,0,0,0,0.559281872,1.341280409,0.561848905,1.077635088,0.118316307,0.827468987,0.693582257,1.746839614,0.831964709,,,,,0,0,0,0,-0.290083457,0,0.41259092,0,0,0
Tmsb4x,Regulation of cellular component movement,3.196482872,3.286145743,0,0,0,0,0,0,0.559281872,1.341280409,0.561848905,1.077635088,0.118316307,0.827468987,0.693582257,1.746839614,0.831964709,,,,,0,0,0,0,-0.290083457,0,0.41259092,0,0,0
Tuba1a,structural constituent of cytoskeleton,3.914158007,4.11702465,0,0,0,0,0,0,0.762378018,1.98705671,0.277533333,1.046754973,0.41747403,0.691538236,0.451073347,1.314092857,0.643051781,0.466164103,1.394077049,1.773814961,1.31379942,0.473718005,0.403907674,0,0,0,0,0.966176309,0,0,0
Tubb2b,Regulation of cellular component movement,3.768945769,3.774358706,0,0,0,0,0,0,0.972463669,2.182160805,1.361411845,2.731342145,0.751651517,0.919195698,0.671782878,1.679795165,0.892539523,-0.194997441,0.285540167,0.888424822,0.706942534,0,0,0,0,-0.405847533,-0.336660178,0.428989194,-0.350991537,0,0
Tubb2b,neuron projection development,3.768945769,3.774358706,0,0,0,0,0,0,0.972463669,2.182160805,1.361411845,2.731342145,0.751651517,0.919195698,0.671782878,1.679795165,0.892539523,-0.194997441,0.285540167,0.888424822,0.706942534,0,0,0,0,-0.405847533,-0.336660178,0.428989194,-0.350991537,0,0
Tubb2b,neurogenesis,3.768945769,3.774358706,0,0,0,0,0,0,0.972463669,2.182160805,1.361411845,2.731342145,0.751651517,0.919195698,0.671782878,1.679795165,0.892539523,-0.194997441,0.285540167,0.888424822,0.706942534,0,0,0,0,-0.405847533,-0.336660178,0.428989194,-0.350991537,0,0
Tubb2b,neuron differentiation,3.768945769,3.774358706,0,0,0,0,0,0,0.972463669,2.182160805,1.361411845,2.731342145,0.751651517,0.919195698,0.671782878,1.679795165,0.892539523,-0.194997441,0.285540167,0.888424822,0.706942534,0,0,0,0,-0.405847533,-0.336660178,0.428989194,-0.350991537,0,0
